,Chromosome,TSS,TTS,Description,PromLenJing,PromTypes,name,PromLenSagie,opn_score
3605,11.0,619805.0,625432.0,"Myosin-like protein associated with the nuclear envelope, connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs",871.0,1.0,MLP1,700.0,-1.18611448792804
3606,11.0,626793.0,630380.0,"Protein of unknown function that may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; predicted to contain a PINc domain",957.0,2.0,YKR096W,307.0,-0.283201936484839
3607,11.0,631152.0,632801.0,"Phosphoenolpyruvate carboxykinase, key enzyme in gluconeogenesis, catalyzes early reaction in carbohydrate biosynthesis, glucose represses transcription and accelerates mRNA degradation, regulated by Mcm1p and Cat8p, located in the cytosol",844.0,1.0,PCK1,519.0,0.686283908211661
3608,11.0,635179.0,633026.0,Ubiquitin-specific protease that cleaves ubiquitin from ubiquitinated proteins,821.0,2.0,UBP11,275.0,0.1930167608332169
3609,11.0,635851.0,638286.0,Myb-related transcription factor involved in regulating basal and induced expression of genes of the purine and histidine biosynthesis pathways; also involved in regulation of meiotic recombination at specific genes,983.0,2.0,BAS1,275.0,-1.4396905766066048
3610,11.0,639968.0,638901.0,Transmembrane protein with a role in cell wall polymer composition; localizes on the inner surface of the plasma membrane at the bud and in the daughter cell,1051.0,2.0,SKG1,211.0,-1.1939736273118229
3611,11.0,640540.0,642504.0,"Protein involved in repression of transcription at the silent mating-type loci HML and HMR; recruitment to silent chromatin requires interactions with Orc1p and with Sir4p, through a common Sir1p domain; binds to centromeric chromatin",710.0,2.0,SIR1,211.0,-2.986708756065581
3612,11.0,646356.0,649865.0,"Lectin-like protein with similarity to Flo1p, thought to be involved in flocculation",1200.0,1.0,FLO10,224.0,
3613,11.0,653080.0,656736.0,Putative transporter of the multidrug resistance-associated protein (MRP) subfamily; adjacent ORFs YKR103W and YKR104W are merged in different strain backgrounds.,1200.0,1.0,NFT1,432.0,
3614,11.0,656836.0,657756.0,Putative transporter of the multidrug resistance-associated protein (MRP) subfamily; contains a stop codon in S288C; adjacent ORFs YKR103W and YKR104W are merged in different strain backgrounds,700.0,2.0,YKR104W,700.0,
3615,11.0,660464.0,658716.0,Putative transporter of the Major Facilitator Superfamily (MFS); proposed role as a basic amino acid permease based on phylogeny,700.0,1.0,VBA5,,
3616,11.0,661442.0,663289.0,Protein of unconfirmed function; displays a topology characteristic of the Major Facilitators Superfamily of membrane proteins; coding sequence 98% identical to that of YCL073C,700.0,1.0,YKR106W,,
3617,12.0,147890.0,150163.0,Dynamin-related GTPase required for mitochondrial fission and morphology; assembles on the cytoplasmic face of mitochondrial tubules at sites at which division will occur; also participates in endocytosis and regulating peroxisome abundance,751.0,2.0,DNM1,152.0,-1.1444191535748942
3618,12.0,146291.0,147601.0,Histone acetyltransferase critical for cell survival in the presence of DNA damage during S phase; acetylates H3-K56 and H3-K9; involved in non-homologous end joining and in regulation of Ty1 transposition; interacts physically with Vps75p,728.0,2.0,RTT109,166.0,-0.7954714144066335
3619,12.0,143201.0,146041.0,"Centrin (Cdc31p)-binding protein required for spindle pole body (SPB) duplication, localizes to the half-bridge of the SPB, required for progression through G(2)-M transition, has similarity to Xenopus laevis XCAP-C",751.0,2.0,SFI1,190.0,-2.1096439741565245
3620,12.0,141073.0,142923.0,"Subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing",706.0,1.0,ORC3,700.0,-2.078368422903408
3621,12.0,140546.0,137940.0,"Meiosis-specific protein of unknown function, required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis",700.0,1.0,SPO75,,
3622,12.0,136586.0,137866.0,"ER integral membrane protein, component of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth",738.0,2.0,MMM1,162.0,-1.6068821255785304
3623,12.0,136299.0,134302.0,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLL007C is not an essential gene,780.0,2.0,YLL007C,162.0,-1.4908406213524126
3624,12.0,131729.0,133987.0,"Nucleolar DEAD-box protein required for ribosome assembly and function, including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles",738.0,2.0,DRS1,236.0,-1.066031957375225
3625,12.0,131414.0,131205.0,Copper metallochaperone that transfers copper to Sco1p and Cox11p for eventual delivery to cytochrome c oxidase; contains twin cysteine-x9-cysteine motifs,749.0,2.0,COX17,236.0,-2.2034862234126376
3626,12.0,130613.0,129330.0,"Plasma membrane associated protein phosphatase involved in the general stress response; required along with binding partner Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p",904.0,2.0,PSR1,250.0,-0.1121177113590894
3627,12.0,127523.0,128992.0,Essential protein required for biogenesis of 40S (small) ribosomal subunit; has similarity to the beta subunit of trimeric G-proteins and the splicing factor Prp4p,727.0,2.0,SOF1,170.0,-1.4004297189156123
3628,12.0,125534.0,127255.0,"Steryl ester hydrolase, one of three gene products (Yeh1p, Yeh2p, Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes",753.0,1.0,YEH1,521.0,-1.049808283862809
3629,12.0,124714.0,122075.0,"Protein of the mitochondrial outer surface, links the Arp2/3 complex with the mitochore during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins",969.0,1.0,PUF3,521.0,-0.2909083248849526
3630,12.0,121322.0,121648.0,Member of a transmembrane complex required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response,718.0,2.0,EMC6,126.0,-2.401903471607959
3631,12.0,116432.0,121111.0,"ABC type transmembrane transporter of MRP/CFTR family, found in vacuolar membrane, involved in the transport of unconjugated bilirubin and in heavy metal detoxification via glutathione conjugates, along with Ycf1p",826.0,1.0,BPT1,700.0,-2.0734992811900126
3632,12.0,112847.0,115993.0,Non-essential Ras guanine nucleotide exchange factor (GEF) localized to the membrane; expressed in poor nutrients and on non-fermentable carbon sources; homologous to CDC25; contains a stop codon in S288C; full-length gene includes YLL017W,700.0,1.0,SDC25,,
3633,12.0,112234.0,112545.0,Non-essential Ras guanine nucleotide exchange factor (GEF) localized to the membrane; expressed in poor nutrients and on non-fermentable carbon sources; homologous to CDC25; contains a stop codon in S288C; full-length gene includes YLL016W,700.0,1.0,YLL017W,,
3634,12.0,111575.0,109902.0,"Aspartyl-tRNA synthetase, primarily cytoplasmic; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation",734.0,1.0,DPS1,700.0,-1.564211519598775
3635,12.0,107899.0,105686.0,"Nonessential putative protein kinase of unknown cellular role; member of the LAMMER family of protein kinases, which are serine/threonine kinases also capable of phosphorylating tyrosine residues",776.0,2.0,KNS1,,
3636,12.0,105861.0,105556.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene KNS1",,,YLL020C,,
3637,12.0,100947.0,105347.0,"Component of the polarisome, which functions in actin cytoskeletal organization during polarized growth; acts as a scaffold for Mkk1p and Mpk1p cell wall integrity signaling components; potential Cdc28p substrate",840.0,1.0,SPA2,579.0,-1.6927335866815918
3638,12.0,100201.0,99044.0,"Non-essential component of the HAT-B histone acetyltransferase complex (Hat1p-Hat2p-Hif1p), localized to the nucleus; has a role in telomeric silencing",711.0,1.0,HIF1,579.0,-0.910473833121503
3639,12.0,98836.0,97997.0,"Transmembrane nucleoporin involved in nuclear pore complex (NPC) distribution, assembly or stabilization; highly conserved across species, orthologous to human TMEM33 and paralogous to Per33p",752.0,2.0,POM33,93.0,-0.8357124108590455
3640,12.0,97485.0,95566.0,"ATP binding protein involved in protein folding and vacuolar import of proteins; member of heat shock protein 70 (HSP70) family; associated with the chaperonin-containing T-complex; present in the cytoplasm, vacuolar membrane and cell wall",730.0,2.0,SSA2,343.0,0.265759419337523
3641,12.0,94747.0,95121.0,"Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions; YLL025W is not an essential gene",1200.0,1.0,PAU17,700.0,0.0305993807434923
3642,12.0,88623.0,91349.0,"Heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins; responsive to stresses including: heat, ethanol, and sodium arsenite; involved in [PSI+] propagation",787.0,2.0,HSP104,295.0,0.5719949188097511
3643,12.0,87403.0,88155.0,"Mitochondrial matrix protein involved in biogenesis of the iron-sulfur (Fe/S) cluster of Fe/S proteins, isa1 deletion causes loss of mitochondrial DNA and respiratory deficiency; depletion reduces growth on nonfermentable carbon sources",843.0,2.0,ISA1,250.0,0.4537950967767408
3644,12.0,84804.0,86564.0,"Polyamine transporter that recognizes spermine, putrescine, and spermidine; catalyzes uptake of polyamines at alkaline pH and excretion at acidic pH; phosphorylation enhances activity and sorting to the plasma membrane",1094.0,1.0,TPO1,700.0,1.614604248812677
3645,12.0,81461.0,83710.0,"Protein involved in negative regulation of transcription of iron regulon; forms an iron independent complex with Fra2p, Grx3p, and Grx4p; cytosolic; mutant fails to repress transcription of iron regulon and is defective in spore formation",806.0,1.0,FRA1,700.0,-0.9377201608688416
3646,12.0,80697.0,80356.0,"Identified in a screen for mutants with increased levels of rDNA transcription; dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",,,RRT7,,
3647,12.0,80205.0,77152.0,ER membrane localized phosphoryltransferase that adds phosphoethanolamine onto the third mannose residue of the glycosylphosphatidylinositol (GPI) anchor precursor; similar to human PIG-O protein,759.0,1.0,GPI13,700.0,-1.646962437870366
3648,12.0,76747.0,74270.0,"Protein of unknown function that may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLL032C is not an essential gene",818.0,2.0,YLL032C,181.0,-2.288500670385384
3649,12.0,73409.0,74101.0,Putative protein of unknown function; YLL033W is not an essential gene but mutant is defective in spore formation; null mutant displays increased levels of spontaneous Rad52p foci,712.0,2.0,IRC19,219.0,-1.8615017562259528
3650,12.0,73146.0,70633.0,"Putative ATPase of the AAA family, required for export of pre-ribosomal large subunits from the nucleus; distributed between the nucleolus, nucleoplasm, and nuclear periphery depending on growth conditions",738.0,2.0,RIX7,219.0,-1.7874360691868212
3651,12.0,68580.0,70478.0,Polynucleotide kinase present on rDNA that is required for efficient transcription termination by RNA polymerase I; required for cell growth; mRNA is cell-cycle regulated,849.0,2.0,GRC3,201.0,-1.996926476857733
3652,12.0,68256.0,66745.0,"Splicing factor associated with the spliceosome; contains a U-box, a motif found in a class of ubiquitin ligases",717.0,2.0,PRP19,201.0,-1.7961187651504051
3653,12.0,66562.0,66942.0,Dubious open reading frame unlikely to encode a functional protein; overlaps 3' end of essential PRP19 gene encoding an RNA splicing factor,,,YLL037W,362.0,
3654,12.0,66518.0,65775.0,"Protein of unknown function, contains an N-terminal epsin-like domain; proposed to be involved in the trafficking of Arn1p in the absence of ferrichrome",741.0,2.0,ENT4,123.0,-2.245851218073259
3655,12.0,65207.0,64062.0,"Ubiquitin, becomes conjugated to proteins, marking them for selective degradation via the ubiquitin-26S proteasome system; essential for the cellular stress response; encoded as a polyubiquitin precursor comprised of 5 head-to-tail repeats",800.0,2.0,UBI4,362.0,-0.4620588151853422
3656,12.0,63645.0,54211.0,"Protein of unknown function; heterooligomeric or homooligomeric complex; peripherally associated with membranes; homologous to human COH1; involved in sporulation, vacuolar protein sorting and protein-Golgi retention",816.0,2.0,VPS13,177.0,-1.5723678137788522
3657,12.0,53931.0,53131.0,"Iron-sulfur protein subunit of succinate dehydrogenase (Sdh1p, Sdh2p, Sdh3p, Sdh4p), which couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain",772.0,2.0,SDH2,97.0,-3.0508829256050034
3658,12.0,52590.0,52087.0,"Conserved E2-like conjugating enzyme that mediates formation of the Atg12p-Atg5p conjugate, which is a critical step in autophagy",761.0,2.0,ATG10,101.0,-0.1588167767842829
3659,12.0,49938.0,51947.0,"Plasma membrane channel, member of major intrinsic protein (MIP) family; involved in efflux of glycerol and in uptake of acetic acid and the trivalent metalloids arsenite and antimonite; phosphorylated by Hog1p MAPK under acetate stress",785.0,1.0,FPS1,700.0,-1.447490469970372
